Date;Year;Month;Day;C1_School_closing;C2_Workplace_closing;C3_Cancel_public_events;C4_Restrictions_on_gatherings;C5_Close_public_transport;C6_Stay_at_home_requirements;C7_Restrictions_on_internal_movement;C8_International_travel_controls;H1_Public information campaigns;H2_Testing policy;H3_Contact tracing;H6_Facial_Coverings;H7_Vaccination_policy;StringencyIndex
2020-12-16;2020;12;16;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;0.00;491011.11
2020-12-17;2020;12;17;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;0.00;491022.22
2020-12-18;2020;12;18;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;0.00;491033.33
2020-12-19;2020;12;19;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;0.00;491044.44
2020-12-20;2020;12;20;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;0.00;491055.56
2020-12-21;2020;12;21;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;0.00;491066.67
2020-12-22;2020;12;22;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;0.00;491077.78
2020-12-23;2020;12;23;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;0.00;491088.89
2020-12-24;2020;12;24;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;0.00;491100.00
2020-12-25;2020;12;25;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;0.00;491111.11
2020-12-26;2020;12;26;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;0.00;491122.22
2020-12-27;2020;12;27;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;0.00;491133.33
2020-12-28;2020;12;28;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;0.00;491144.44
2020-12-29;2020;12;29;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;0.00;491155.56
2020-12-30;2020;12;30;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;2.00;491166.67
2020-12-31;2020;12;31;4.00;3.00;2.00;5.00;1.00;2.00;2.00;3.00;2.00;2.00;1.00;3.00;2.00;491177.78
2021-01-01;2021;01;01;4.00;3.00;2.00;5.00;1.00;2.00;2.00;3.00;2.00;2.00;1.00;3.00;2.00;491188.89
2021-01-02;2021;01;02;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;2.00;491200.00
2021-01-03;2021;01;03;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;2.00;491211.11
2021-01-04;2021;01;04;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;2.00;491222.22
2021-01-05;2021;01;05;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;2.00;491233.33
2021-01-06;2021;01;06;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;2.00;491244.44
2021-01-07;2021;01;07;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;2.00;491255.56
2021-01-08;2021;01;08;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;2.00;491266.67
2021-01-09;2021;01;09;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;2.00;491277.78
2021-01-10;2021;01;10;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;2.00;491288.89
2021-01-11;2021;01;11;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;3.00;2.00;491300.00
2021-01-12;2021;01;12;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491311.11
2021-01-13;2021;01;13;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491322.22
2021-01-14;2021;01;14;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491333.33
2021-01-15;2021;01;15;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491344.44
2021-01-16;2021;01;16;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491355.56
2021-01-17;2021;01;17;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491366.67
2021-01-18;2021;01;18;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491366.67
2021-01-19;2021;01;19;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491377.78
2021-01-20;2021;01;20;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491388.89
2021-01-21;2021;01;21;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491400.00
2021-01-22;2021;01;22;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491411.11
2021-01-23;2021;01;23;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491422.22
2021-01-24;2021;01;24;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491433.33
2021-01-25;2021;01;25;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491444.44
2021-01-26;2021;01;26;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491455.56
2021-01-27;2021;01;27;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491466.67
2021-01-28;2021;01;28;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491477.78
2021-01-29;2021;01;29;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491488.89
2021-01-30;2021;01;30;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491500.00
2021-01-31;2021;01;31;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491511.11
2021-02-01;2021;02;01;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491522.22
2021-02-02;2021;02;02;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491533.33
2021-02-03;2021;02;03;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491544.44
2021-02-04;2021;02;04;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491555.56
2021-02-05;2021;02;05;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491566.67
2021-02-06;2021;02;06;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491577.78
2021-02-07;2021;02;07;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491588.89
2021-02-08;2021;02;08;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491600.00
2021-02-09;2021;02;09;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491611.11
2021-02-10;2021;02;10;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491622.22
2021-02-11;2021;02;11;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491633.33
2021-02-12;2021;02;12;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491644.44
2021-02-13;2021;02;13;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491655.56
2021-02-14;2021;02;14;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491666.67
2021-02-15;2021;02;15;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491677.78
2021-02-16;2021;02;16;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491688.89
2021-02-17;2021;02;17;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491700.00
2021-02-18;2021;02;18;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491711.11
2021-02-19;2021;02;19;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491722.22
2021-02-20;2021;02;20;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491733.33
2021-02-21;2021;02;21;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491744.44
2021-02-22;2021;02;22;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491755.56
2021-02-23;2021;02;23;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491766.67
2021-02-24;2021;02;24;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491777.78
2021-02-25;2021;02;25;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491788.89
2021-02-26;2021;02;26;3.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491800.00
2021-02-27;2021;02;27;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491822.22
2021-02-28;2021;02;28;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491833.33
2021-03-01;2021;03;01;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491844.44
2021-03-02;2021;03;02;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491855.56
2021-03-03;2021;03;03;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491866.67
2021-03-04;2021;03;04;4.00;3.00;2.00;5.00;1.00;2.00;1.00;3.00;2.00;2.00;1.00;2.00;2.00;491877.78
2021-03-05;2021;03;05;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;491888.89
2021-03-06;2021;03;06;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;491900.00
2021-03-07;2021;03;07;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;491911.11
2021-03-08;2021;03;08;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;491922.22
2021-03-09;2021;03;09;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;491933.33
2021-03-10;2021;03;10;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;491944.44
2021-03-11;2021;03;11;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;491955.56
2021-03-12;2021;03;12;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;491966.67
2021-03-13;2021;03;13;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;491977.78
2021-03-14;2021;03;14;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;491988.89
2021-03-15;2021;03;15;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;492000.00
2021-03-16;2021;03;16;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;492011.11
2021-03-17;2021;03;17;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;492022.22
2021-03-18;2021;03;18;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;492033.33
2021-03-19;2021;03;19;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;492044.44
2021-03-20;2021;03;20;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;492055.56
2021-03-21;2021;03;21;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;492066.67
2021-03-22;2021;03;22;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;492077.78
2021-03-23;2021;03;23;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;492088.89
2021-03-24;2021;03;24;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;492100.00
2021-03-25;2021;03;25;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;492111.11
2021-03-26;2021;03;26;4.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;492122.22
2021-03-27;2021;03;27;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;492144.44
2021-03-28;2021;03;28;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;492155.56
2021-03-29;2021;03;29;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;492166.67
2021-03-30;2021;03;30;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;492177.78
2021-03-31;2021;03;31;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;2.00;492188.89
2021-04-01;2021;04;01;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492200.00
2021-04-02;2021;04;02;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492211.11
2021-04-03;2021;04;03;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492222.22
2021-04-04;2021;04;04;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492233.33
2021-04-05;2021;04;05;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492244.44
2021-04-06;2021;04;06;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492255.56
2021-04-07;2021;04;07;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492266.67
2021-04-08;2021;04;08;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492277.78
2021-04-09;2021;04;09;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492288.89
2021-04-10;2021;04;10;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492300.00
2021-04-11;2021;04;11;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492311.11
2021-04-12;2021;04;12;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492322.22
2021-04-13;2021;04;13;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492333.33
2021-04-14;2021;04;14;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492344.44
2021-04-15;2021;04;15;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492355.56
2021-04-16;2021;04;16;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492366.67
2021-04-17;2021;04;17;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492377.78
2021-04-18;2021;04;18;4.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492388.89
2021-04-19;2021;04;19;3.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492388.89
2021-04-20;2021;04;20;3.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492400.00
2021-04-21;2021;04;21;3.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492411.11
2021-04-22;2021;04;22;3.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492422.22
2021-04-23;2021;04;23;3.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492433.33
2021-04-24;2021;04;24;3.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492444.44
2021-04-25;2021;04;25;3.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492455.56
2021-04-26;2021;04;26;3.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492466.67
2021-04-27;2021;04;27;3.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492477.78
2021-04-28;2021;04;28;3.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;3.00;492488.89
2021-04-29;2021;04;29;3.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;4.00;492500.00
2021-04-30;2021;04;30;3.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;4.00;492511.11
2021-05-01;2021;05;01;3.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;4.00;492522.22
2021-05-02;2021;05;02;3.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;4.00;492533.33
2021-05-03;2021;05;03;3.00;4.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;4.00;492544.44
2021-05-04;2021;05;04;3.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492544.44
2021-05-05;2021;05;05;3.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492555.56
2021-05-06;2021;05;06;3.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492566.67
2021-05-07;2021;05;07;3.00;3.00;2.00;5.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492577.78
2021-05-08;2021;05;08;3.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492588.89
2021-05-09;2021;05;09;3.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492600.00
2021-05-10;2021;05;10;3.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492611.11
2021-05-11;2021;05;11;3.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492622.22
2021-05-12;2021;05;12;3.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492633.33
2021-05-13;2021;05;13;3.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492644.44
2021-05-14;2021;05;14;3.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492655.56
2021-05-15;2021;05;15;2.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492655.56
2021-05-16;2021;05;16;2.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492666.67
2021-05-17;2021;05;17;2.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492677.78
2021-05-18;2021;05;18;2.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492688.89
2021-05-19;2021;05;19;2.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492700.00
2021-05-20;2021;05;20;2.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492711.11
2021-05-21;2021;05;21;2.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492722.22
2021-05-22;2021;05;22;2.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492733.33
2021-05-23;2021;05;23;2.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492744.44
2021-05-24;2021;05;24;2.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492755.56
2021-05-25;2021;05;25;2.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492766.67
2021-05-26;2021;05;26;2.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492777.78
2021-05-27;2021;05;27;2.00;3.00;2.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492788.89
2021-05-28;2021;05;28;2.00;3.00;1.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492788.89
2021-05-29;2021;05;29;2.00;3.00;1.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492800.00
2021-05-30;2021;05;30;2.00;3.00;1.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492811.11
2021-05-31;2021;05;31;2.00;3.00;1.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492822.22
2021-06-01;2021;06;01;2.00;3.00;1.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492833.33
2021-06-02;2021;06;02;2.00;3.00;1.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492844.44
2021-06-03;2021;06;03;2.00;3.00;1.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492855.56
2021-06-04;2021;06;04;2.00;3.00;1.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492866.67
2021-06-05;2021;06;05;2.00;3.00;1.00;4.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492877.78
2021-06-06;2021;06;06;2.00;3.00;1.00;3.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492888.89
2021-06-07;2021;06;07;2.00;3.00;1.00;3.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492900.00
2021-06-08;2021;06;08;2.00;3.00;1.00;3.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492911.11
2021-06-09;2021;06;09;2.00;3.00;1.00;3.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492922.22
2021-06-10;2021;06;10;2.00;3.00;1.00;3.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492933.33
2021-06-11;2021;06;11;2.00;3.00;1.00;3.00;1.00;2.00;1.00;2.00;2.00;2.00;1.00;2.00;5.00;492944.44
